id,text,labels
12001,Darius Grigorjev nín mầy:),"[25, 24]"
tik023165,Tự hào🥰,"[7, 3]"
tik011501,"sai thì sai thôi, đường mình chọn thì ko hối hận. Mình vẽ là cuộc đời chứ có phải tranh đâu hối hận có tác dụng gì?vẽ lại à🤓","[25, 12]"
1816,"bếp lò xô nấu bằng dầu hôi đây mà ,!",[12]
4315,gặp được em nhưng sẽ chỉ quan tâm và bảo vệ em từ xa,"[3, 6, 20, 21]"
1667,cãi tay đôi luôn hahhaa,[0]
20501,Mýt Fish cô uông koi đi là trân châu đen hút lên nhẹ nhàng 🤣🤣,[0]
tik018195,Tôi có vẻ đẹp mà trên thới gian này chỉ 10 tỷ người mới có 1 người giống tôi,[7]
tik015946,"người không có nhan sắc biết mình không đẹp, người có nhan sắc chưa chắc biết mình xinh.",[11]
2769,một nỗi buồn thầm lặng,[21]
17118,Cảm ơn bạn nhiều lắm,[9]
1644,"chỉ là nghe bạn nói , chẳng thấy bằng chứng đâu","[25, 26]"
1233,mấy thằng ranh con đéo có não,"[25, 24]"
tik023971,29 năm phát triển đất nước nhưng vậy là rất khủng rồi🗿👍,"[11, 8]"
11585,"Cứ kiểu này tiến tới chắc dẹp Olympic thể thao. 
Rất nhiều môn quá tào phào, quá nham nhở.",[25]
5362,cái này là cái gì thế .,[14]
you003402,"Bài viết rất hay,cảm ơn nhiều.❤👌","[9, 3, 11]"
12069,Nguyễn Hoàng Phúc sêm nêm =))),[0]
14711,Hong Hanh Phạm Thị Thanh Hiền ồ,"[13, 27]"
18179,"Thương cháu quá, mong con siêu thoát về cỏi tây phương cực lạc. Sáng nghe mà choáng","[13, 21, 22]"
698,thằng kia sao mày bắt vợ với bồ tao dọn thế kia . nhà mày ở đâu tao đến thịt mày chết,"[24, 25]"
37,này là xạo chó chứ nguyên giá gì . kinh doanh là phải lừa lọc ... lừa giỏi diễn đạt thì giàu,[26]
2952,thấy cái thèm ts quá,[4]
you005390,"hồi trước đi học nghề, sư phụ tui ráp gần xong cái máy cái ổng bỏ đi, tui bỏ vô 1 con ốc nữa cái ổng ráp xong dư con ốc. trời ơi ổng tháo máy ra lại, tui thấy cái tui la lên thế là tui bị ăn cái cờ lê lên đầu 😅, nhưng mà sư phụ có tâm thật","[0, 8]"
950,người ngoài hành tinh đi học tiếng anh rồi à vãi,"[0, 13, 23]"
tik010043,nhiều người nói tôi giống bà nội nhưng mà tôi chả biết bà nội i là ai,"[15, 14]"
tik011749,hối hận là nghe lời cha mẹ lấy vợ nghe theo xắp đặt rồi ly hôn lỡ dở 1 đời giờ đến với ai cũng trắc trở quá khứ đã từng ly hôn 😮‍💨,"[18, 20]"
3395,còn đồng nghiệp hãm lờ thì ...,"[25, 26]"
you001319,Cách 1: 5 Nhìn 4 Chạm 3 Nghe 2 Ngửi 1 Nếm<br>Cách 2  Tư duy 3% (mỗi ngày cộng thêm 3%)<br>Cách 3: Thở 4 thì (kết hợp tư duy 3%),[27]
tik012711,Quá mệt mỏi 😊,"[21, 10]"
you002212,C hãy làm 1 video về các sinh viên nước bạn nghĩ gì về các sinh viên du học sinh việt hay nước việt nam mjnk ạ.,"[14, 4]"
22021,"Đặng Hồng Hà thoai, đứa bé hơn 1t thì cungz k nói đc là biết dạy hay k, chuyện này thì chắc chắn ng sống lỗi là bố mẹ nó r",[25]
you001197,1. 5 nhìn 4 chạm 3 nghe 2 ngửi 1 nếm<br>2. Tư duy 3%<br>3. Thở 4 thì.,[27]
667,tao thì sợ nhất lúc nó mới cắt tóc,"[16, 17]"
tik023960,"nhiều đứa thích tự nhục nhỉ,cứ so sánh vi thần hoặc các nc khác.Đất nc độc lập,phát triển hơn chục năm đc như thế đã là vô cùng cố gắng rồi.","[25, 26, 7]"
tik004384,Những thước phim như này quá hay.hãy lan rộng chia sẻ nhau.những lúc khó khăn,[11]
6867,per cố lên gần đến nơi rồi . vào trong này mời nói chuyện nhé . ngay cửa đền chính . có bãi gửi xe . hehe,"[0, 1]"
855,một cái ngu thật sứng đáng,"[23, 26]"
you005030,"Cái này đúng nè trước có vài lần nhậu trưa say, ngủ 1 lèo đến 20h, dậy thấy cô đơn, kiểu như mọi người bỏ mình, thấy vậy tắm rửa, rủ bạn đi nhậu tiếp cho lát dể ngủ, giờ k dám nhậu trưa nữa.","[18, 21]"
12038,Hoàng Thiên Ngọc icon này là chưq có nguoi yeu nhé :)),"[0, 21]"
394,béo quá không ai yêu thì về đây em nuôi nè,"[0, 6]"
you004237,😂😂😂😂😂😂😅😂,"[0, 10]"
23435,Y Khích Adrơng hai vk ck già đúng không haha,"[0, 14]"
tik024048,những người mang lại niềm kiêu hãnh cho Tổ Quốc!,"[7, 8]"
30241,"ổng về thăm mẹ, chao ôi sống vậy mẹ mình sao này có chuyện gì lại kêu hàng xóm vô tâm, xóm quê tui có cự lộn xích mích nhưng nhà có hiếu, hỷ hay ốm đau thì vẫn giúp đỡ nhau, cái gì cũng chừa đường lui cho cả 2 bên, sống cạn tàu ráo máng như thế thì chịu","[26, 25]"
30214,Mua nho về trồng thoi nè 🍇🍇🍇,"[1, 2]"
3828,chiều mưa hứa tự sẽ tự đi mua đôi giầy mới 😂,"[2, 1]"
6678,nhảm vãi lồn,"[24, 23]"
5407,chuyện tình huyền thoại của per với per :(,"[20, 21]"
red000067,"Nói nhiều nói ít k quan trọng, quan trọng là ý kiền đồng nhất là chia tay=))) giới nào, tuổi nào cũng có quyền khóc. Khóc là phản ứng tự nhiên về cảm xúc. Cứ khóc đi, xả hết ra. Ta nên ngồi hoặc nằm lại 1 lúc để khóc ít nhất vài lần trong đời, n therapeutic lắm=))))","[11, 23]"
13339,Nguyễn Thị Hải Yến nó mà biết nghĩ đã không bom bạn à. Não bị khuyết tật🥲,[25]
1035,"chủ động nói chuyện , nhắn tin khi có time . nhưng đời không như mơ","[20, 21]"
2579,năm nay chạnh lòng quá . haizz,"[20, 21]"
tik018796,đi ngang thôi cug ngại ạ 🥺,[19]
x000308,@TvNhinhi Hay lắm c . Vượt qua mọi thử thách nhé,"[11, 6]"
you001734,"Thank Giang thực sự em rất là stress đến trầm cảm sợ mọi ánh mắt từ mọi người nhờ xem nhưng vidieo của Giang, em đã vượt qua được cái cảm xúc tiêu cực","[10, 9]"
28479,Ủa?? Thấy đang khoẻ mạnh mà!! Tui sốc quá trời ạ!!,"[13, 20]"
24562,Đinh Lee Đức đà nẵng phá bà nà cũng chẳng kém đâu,"[25, 26]"
you005356,con ốc dài thế này chắc chỉ có trong động cơ =))) thấy là đáiiii raaa máu đấy chứ chẳng đùa,[0]
x000049,"@nangoc84 Quá đúng, cảm ơn anh ạ","[11, 9]"
2820,"nó gieo cho tao mầm hi vọng , hi vọng vừa chớm nở nó đạp xẹp lép sự hi vọng bằg sự lặng im","[20, 21]"
16648,Ấm áp quá😊,"[2, 3]"
3136,vớ vẩn thặc ! marketing cũng có dăm bảy loại và tùy lĩnh vực . dăm ba cái này đăng mà không đọc à,"[25, 26]"
tik013319,"ko bt, trong lòng cứ trống trãi lắm ko bt làm sao cả, chẳng bt phải đối diện vs tương lai ntn, lúc nào cũng phải sống vất vưởng một cách vô nghĩa","[15, 17]"
tik009418,ngoại tui mắt rồi tui rất hối hận,"[18, 22]"
tik023607,"Tự hào vì cờ đỏ sao vàng , tự hào vì máu đỏ da vàng , tự hào khi là con người Việt Nam 🥰🇻🇳","[7, 3]"
27319,Nguyễn Ngọc Annh kphai mỗi tui đâu nka,"[15, 25, 20]"
5494,em nghĩ chị em mình cần tìm hiểu quen biết nhau ạ ^^,"[6, 5]"
26942,Thế giới này thật đáng sợ 🙄,"[16, 20]"
tik006736,🥰🤣🤣,"[0, 1, 2]"
31427,Mọi người đã thi đấu rất tốt và cố gắng hết sức ạ. Mong mọi người tiếp tục giữ sức khỏe để tiếp tục mang lại thành quả trong tương lai 💪💪💪,"[5, 2, 7]"
5860,đơn giản là thấy họ cười 😂😂,"[0, 2]"
33731,Mẹ đơn thân cho rồi với thể loại đó,"[23, 24]"
2117,maii ban thanh nhung nhớ cái này không hic 😭😭😭😭😭,"[21, 22]"
tik019018,lúc bé mình cười xinh lắm nhưng mà càng lớn càng không dám cười,[19]
15257,Chúc mừng anh nhé,"[2, 8]"
4806,per theo vợ nghĩ nếu là chồng thì chắc con đó dù là giả cũng sẽ lên nồi,[0]
1553,- mấy bạn đừng có đổ mình nữa nha 😞😞. mình ngại lắm 😞🤣,"[19, 21]"
2714,gd năm nay chán,"[20, 21]"
14191,Hữu Duyên coi ni đc nè haha,[0]
tik012411,tui 18t chả bt định hướng làm gì đây chán,"[21, 20, 15]"
you001274,Biết ơn Web5Ngay 🥰🥰🥰,[9]
you000659,Ui h em cũng đang là sinh viên năm 2 FTU và cũng là đứa dốt nhất lớp =)),"[0, 20, 21]"
tik002509,Cho c xin địa chỉ o dau vay e,[14]
tik022771,@btyy⁉️@cặc @Hồng Ngọc;,[27]
tik014064,"hay vỡ giọng ns 1 lúc là khán tiếng, để giành giọng để đọc bài, kt bài cũ,... ko nc nhiều đc😅",[10]
4838,"chắc ông chồng hạnh phúc lắm khi sống chung với người vợ như vậy , những đứa con chắc cũng yêu mẹ họ lắm ! mà thặc ra là giống với mẹ tớ lắm kkk","[2, 8, 3]"
24578,Tím Tím buồn hiu,[21]
11592,"Cha bố nhà chúng nó, như một trò hề","[23, 24]"
5722,thứ thiếu ý thức ... nhưng lên mạng thì dạy người khác,[25]
23981,:v dống mấy cô HQ ta,[14]
you003185,"Trong lớp em có những câu hỏi giáo viên đưa ra em biết câu trả lời nhưng lại k dám giơ tay phát biểu , việc lên bảng ghi cũng v chừng nào có yêu cầu của ai đó thì em mới dám làm 😞😞😞😞😞","[19, 16, 17]"
31040,coi đc tử hình lun chứ để ra ngoài nó hại người nữa,"[16, 23, 24]"
24621,Ra đó đc nhìn các tượng đá,[27]
tik002515,ăn như vậy rất tốt .,[11]
18230,Đang trách nhất vẫn là cô và nhà trường,"[24, 25]"
1235,thức ăn cho chó lúc nào cũng ngon :))))))))))),"[0, 2]"
727,"cv không áp lực , môi trường xung quanh mới dễ tạo áp lực","[27, 20, 25]"
1787,toàn lũ chó thèm khát,"[23, 24]"
tik012054,đối với tao chưa bao giờ là hối hận,[18]
11787,Mai Giang dạ.kiếp hiện tại cháu lại là ng yêu nhiều hơn bác ạ😁,[3]
tik003045,Vc em này ở đâu tác giả ơi ???,[14]
you000250,Đúng là chỉ có dương dê mới đi gọi Campuchia là anh cả của đông Nam á ha,[0]
tik024154,Niềm tự hào của dân tộc thì không cưỡng lại đc!!,"[7, 8]"
red000044,"Chuyện này cũng khó mà trả lời rõ được. Có khi bạn gái em bảo em mít ướt là do LÝ DO em khóc chứ không phải là chỉ vì thấy em khóc. Ở tuổi 18 thì ai mà chẳng chịu áp lực học hành, và nhiều bạn cũng có vấn đề về tình cảm. 

Lời khuyên của anh là dù sao khóc thì cũng khóc rồi, ko thể ""undo"" được, giờ cứ phải hiên ngang lên, bất chấp mọi lời trâm trọc, tập trung vào học hành. Sắp thi rồi, đừng vì những chuyện nhỏ nhặt này mà phân tâm.","[5, 6]"
you002090,"Em cảm ơn chị Giang nhiều lắm &lt;3 Em xem video này trong lúc mệt mỏi và chán nản nhất, em sẽ thử áp dụng theo và comment chị biết kết quả nha :))","[9, 5, 10]"
tik012014,k có hối hận,[26]
830,cũng mất công đẻ mà sao mẹ chúng nó đẻ ra lũ ngu thế haiz,[25]
5619,cho dù em có dành được bao nhiêu học bổng đi chăng nữa nhưng mãi mãi em sẽ không thể có được tôi 😅,"[0, 20]"
23044,Bởi 2 đứa con gái mình tự đặt hết! Chứ méo tin thằng nào cả 🤣🤣🤣🥰,"[0, 3, 2]"
3117,cái máy không có lỗi lỗi ở mấy lão kỹ sư trắc địa,"[25, 24]"
15256,Chúc mừng  anh chị  nhé,"[2, 3]"
tik011928,nghe vậy thôi chứ ai biết được nhạc nền này từ bài Rap nào,[14]
6513,hay quá,"[11, 2]"
12469,Minh Khuê con cảm ơn bà ạ.,[9]
5427,nhiều lúc lắm câu hỏi ngớ ngẩn thật,[25]
2946,chờ một ngày tao ưu tú rồi mọi thứ sẽ tự tìm đến với ta,"[4, 5]"
4257,cao quá cũng khổ chứ sung sướng đéo gì 😓,"[25, 21]"
thr000329,Sự thật thường mất lòng 😅,[0]
4889,bếp thiiêu chân mày,"[0, 12]"
29309,coi kĩ tại sao có combat nhé,[14]
4915,per haha cái t2 hợp với em nè ;)),"[12, 0]"
6866,"hay ho gì . 81 tỉ xây được bao nhiêu nhà cho hộ nghèo , trẻ em lang thang cơ nhỡ , trong khi đó dành 81 tỉ để bỏ nhau","[24, 20]"
you001081,Hóng mãiiii,[1]
tik021235,ừ t bị ngại giao tiếp ám ảnh vải😭,"[21, 19]"
you003268,Em từng bị HR từ chối ở vị trí bán hàng tại một store do người Trung Quốc quản lý với lý do rụt rè. <br>Cái giá phải trả cho việc rụt rè thực sự rất lớn và là tín hiệu báo bản thân cần nâng cấp và thay đổi.,[18]
5614,là do bản thân tao ngu thôi,[18]
18901,Bài thơ đọc lên như cù cọt,[25]
2240,"mới đây mẹ tao giúp tao làm lại giấy khai sinh . mẹ có hỏi "" mày sinh ngày mấy để mẹ làm ""😑","[0, 21]"
2451,moá cưng quá ??,"[0, 3]"
tik014591,v s kh lm cho mik trở nên đẹp hơn toàn tiêu cực nếu như các cậu vui vẻ thì trạng thái nó sẽ thoải mái hơn nè vs lại s các cậu kh nghĩ mỗi ngày là 1 thứ để ta cố gắng hơn☺️,"[5, 6]"
3882,phải biết thiên thời địa lợi nhân hòa 😐😐,[27]
4137,sợ vãi linh hồn 😞,"[16, 20]"
you003295,em là 1 người sợ phải nổi bật nên chẳng dám chủ động làm điều gì hết:&lt;. nhưng cảm ơn anh vì đã truyền một chút động lực để em cố gắng...,[9]
17548,Ngoại tình ko có kết quả tốt đẹp 🐂🐂🐂nên nhớ,[26]
5804,tao thấy đéo có cái gì để tao cầm được cơn cười cđcm nó ! :)),"[1, 2, 0]"
19295,Bảo My bệnh viện giao thông vận tải được không ạ?,[14]
tik011947,"mình cũng mới kết thúc mối tình 3 năm. (Cô ấy bảo hết tình cảm với mình, nếu ở bên tôi sợ tôi k chịu được sự lạnh nhạt của ấy laị làm tôi thêm mệt mỏi) nhưng tôi nghĩ giọt nước đã tràn ly rồi😌","[20, 21, 22]"
18616,Cho tên nhà xe lên luôn đi,"[4, 24, 25]"
x000658,@tactran93 đúng rồi b ak. ai rồi cũng phải vượt qua để bước tiếp,"[11, 5, 6]"
5813,má tao xem mà lo thằng quay phim tét không à ? có ai như tao không ?,"[0, 17, 25]"
6726,ngon xuống đây nói chuyện tử tế với bố như 2 con chó xem,[25]
tik023556,Điều tự hào nhất trong cuộc đời có lẽ là làm một người Việt Nam,[7]
2388,😂😂😂 nhìn và đợi chúng nó chia tay,"[0, 2]"
1191,tiền bạc là phù du ... nhiêu đó cho luôn 😂😂😂😂😂,"[0, 2]"
30763,Con mẹ hư thân,"[23, 24]"
16615,Dễ thương qué,"[0, 2, 3]"
tik023543,trời ơi tự hà về VN quá 🇻🇳🇻🇳,"[7, 3]"
you001808,Có lẽ nhờ cơ duyên nào đó em xem đc video này. E thật sự stress và tiêu cực dã man. Cảm ơn c Giang cho em vitamin tích cực này ^^,"[9, 10]"
25740,Thuỳ Dung xem thì thấy cũng tội đó nhưng giờ thấy đáng lắm .đánh đúng thôi,"[11, 26, 24]"
2895,tình yêu là lời nói dối của 1 thằng khùng được tin bởi 1 con ngu 🤣🤣,"[0, 23, 25]"
tik024121,Tổ quốc trên hết,[7]
tik003419,giá như mình giàu có thể giúp ai được thì giúp thà là chính mình giúp dù có chết một lần oai hùng còn hơn là ko giúp được cho xã hội,"[6, 4]"
3834,khi em nói 2 chữ muốn dừng là nước mắt không bao giờ ngưng . . . đau,"[20, 21, 22]"
31644,"Miệng thì nam mô, nhưng mình lại chính là cội nguồn của tội ác 😒",[25]
4836,cảm ơn bạn đã yêu đất nước việt nam tôi,"[3, 9]"
thr000061,Ước mong của bao người. Đúng là người lao động chỉ rời đi vì sếp.,"[4, 12]"
22773,"Ngọc Ruby loại này bắt nó hành hạ lại rồi bỏ tù cho nó vừa, nó thua loài cầm thú mới hành hạ người ta như vậy","[24, 23]"
tik014996,@xuhuong ik đổi tên 👍,[11]
5553,còn gì hạnh phúc hơn trong cuộc sống này ♥️,"[2, 3]"
2365,thêm cái trang này ăn cắp ý tưởng của tôi,"[24, 25]"
5690,ko nghe lời vợ mới là mấu chốt :),[0]
30862,Bốn này phải tước bằng vĩnh viễn ở VN phát nhé qua nên tai nạn rất nhieu,"[25, 16, 24]"
tik018609,vô diện,[27]
5216,vl ! người ngoài hành tinh biết nói tiếng anh ! bọn mày lú hết rồi à ? cái quần què gì cũng tin được !,[23]
1207,lũ bảo vệ nhìn vô dụng nhỉ :v quanh đó có gì xảy ra còn del biết thì làm bảo vệ làm cái gì ?,"[26, 23]"
3402,trả lại tuổi thơ cho tao 😆,"[0, 18]"
2633,cảm thấy bị tổn thương,"[20, 21]"
23099,Ai Em đây kp nyc đâu c là bồ ấy🤣,[0]
tik000368,cơm nước gì chưa người đẹp,[14]
20421,"Vu Kien Trung ô thế bác sĩ có ng đc học sơ cứu, ng ko à","[15, 25, 14, 20]"
11299,"Thương quá😢, sao lại có trường hợp vô trách nhiệm đến thế, cô giáo ở trên xe mà, thế xuống xe là cô đi trước à, k điểm danh các bé à😡","[22, 24, 20]"
24888,xem lai van thay tuyet voi,"[2, 8]"
3497,thề cứ 1 lần trượt là tao cười to hơn 😆😆,"[0, 2]"
3654,bảo sao đi đâu ai cũng ghét =)),"[25, 21]"
32104,Levan Hao nhiều nước châu phi mấy chục năm qua vẫn vậy. Mà k thấy biểu tình gì.,"[20, 25, 27]"
23961,Linh Nguyễn Ngọc bạn mai mai sân si sâu bít rồi,[25]
3228,3 thằng ngốc . xem ý nghĩa lắm,"[5, 2]"
384,trước em cũng hắt xì 1 cái lưng khụ xuống như ông già đau vãi,"[0, 21]"
742,quan trọng mấy thằng đó có chọn mj không . ngồi đó mà ảo tưởng,"[25, 23]"
tik013354,26 tuổi và 28 tuổi thôi mà mình suy nghĩ đã khác nhau nhiều quá rồi. mình hỏng rồi,"[21, 20, 18]"
tik013359,tôi 30 tuổi mới bắt đầu nè🥰,[5]
you004563,ae đến lúc chúng ta phải làm hành đôngj 2 người cứu nhật bản thôi đk chúng ta giúp thôi,"[1, 0]"
18589,Tìm tài xế đấm phát vào mặt cho nó chừa,[24]
1709,nhưng đảm bảo coi cái nào là cười sặc cái đó :)) vì nó diễn tệ đến nỗi nó hay,[0]
tik014912,ngại vì những lời chê bai 😔😔,[19]
6335,ủa là đụme video hài hay deep vậy . chớ tao thấy buồn cười vãi vì nhây đéo tả được :))),"[0, 2, 13]"
you002814,Em yêu chị ❤🙏😭,[3]
tik017029,hmm..,[11]
you001690,Cảm ơn chị chia sẽ video này,[9]
tik019499,@Nick Mới (Bách) 😌,[10]
red000021,"Không nha. Con nào cũng có quyền được khóc. Nó chỉ là một hành động để biểu đạt cảm xúc thôi chứ không thể hiện bạn ""nam tính"" hay không. Đừng lo",[11]
13189,Trần Quang Tùng suy thật k. Đọc hết chưaaa,"[14, 27]"
you002342,"Chị Giang nói đúng tâm lý của e r   :((( lo sợ đủ thứ đâm ra tâm trạng tiêu cực, trong đầu nhiều câu hỏi về những vẫn đề đó nhưng vẫn ko có câu trả lời....","[15, 16, 17]"
tik023810,Tự hào Việt Nam 🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳,[7]
11276,"Tiin.vn nếu oto loại 29 chỗ để ngoài trời mà trời nắng như hôm qua thì nhiệt độ ko phải 45 độ dâu nó sẽ là đỉnh điểm lúc trưa sẽ là 55,60 độ c nhe",[27]
31007,Nếu tx xe ô tô mà nổi tiếng chắc lại bị truy tố hình sự mất thôi,"[16, 17, 26]"
15243,Tạ ơn Trời Phật👍,[9]
you002492,"Em rất thích chị Giang, chị thật sự rất gần gũi và những chia sẻ của chị rất chân thật.  Giọng của chị nghe cũng rất ấm...  Nói chung là em cảm ơn chị vì những chia sẻ giúp em tốt hơn mỗi ngày","[8, 9]"
28854,Nguyễn Sin khầy giải quyết chuyện này xong chưa khầy,[25]
tik015657,Mình xấu mình nhìn thấy mấy đứa xinh xinh mà ko nói nên lời luôn ý nhìn bọn nó có bạn chơi lúc nào nụ cười cũng ở trên mặt còn mình thì hướng nội ko có bạn,"[19, 21, 20]"
x000950,@Nesaragesaraknm Hay lắm bro,[11]
tik023344,XK giày dẹp đâu? 🤷‍♂️,[14]
4768,coi xong đoan này . tao thấy nhớ nhà vô cùng 😭,"[21, 22]"
27301,Hai Yen ùa kinh khủng luon,"[23, 25, 16]"
you000733,a cần ctv dựng video thì e vs a kết hợp nha e cũng thích những nd mà a chia sẻ,"[4, 11]"
you000797,"Mình rất đánh giá cao những quan điểm của bạn, cảm ơn bạn đã chia sẻ đến mọi người. Khi chúng ta nhìn nhận cuộc sống theo cách tích cực thì mọi thứ tốt đẹp sẽ đến với chúng ta.","[9, 11, 5]"
2978,chắc là không sợ chó ha,[0]
27638,"Phạm Sương đúng là cô giáo văn, luôn nhìn thấy triết lý đúng sai🥹🥹","[8, 11, 2]"
5509,t nhận ra mình đã sai,"[12, 18]"
20871,"Thanh Liêm Nguyễn Ko phải b ơi, a đó hay live ở Pđb lâu rồi, do thân với mấy nhỏ á, chứ ko phải người chăn dắt trẻ đâu, 2vkck hay đi nghe hát mà.",[26]
5197,em xin lỗi anh,[18]
you002054,cảm ơn Giang nhé,[9]
5847,đấy có phải con người không nhỉ ? mà sao lại làm thế,"[25, 24]"
17319,Thùy Nhung thế lại hay chị mở bát cho lớp A5 này đi chị hahaa,"[0, 1, 4]"
6558,chuyện thì buồn nhưng nhìn cách kể của bé này thì nhịn cười không được 😂😂😂,"[0, 21, 2]"
5718,sáng kiến hay đỡ bao nhiều tiền để tiêu hủy,[27]
4132,bộ cuối nhìn đau lòng thật :(,"[21, 22]"
4397,đó là của bạn thôi bạn hài lòng với nó thì đâu có gì để nghĩ ngợi đâu,[27]
23823,13 kiếp sống mới nhận ra một trong những bài học của cuộc đời. Có những thứ k vội dc 😄 Trần Thảo,"[0, 12]"
30078,Mai Thành Nam bởi vâyk bố vợ mày mới chết đó,"[24, 26]"
1697,nghe cũng đúng đúng :)),"[0, 11]"
14189,Kim Ngân  xem thử hk 🙄,"[4, 14]"
629,crush đéo bị thịt nhé :d nó cũng ế vãi vì tội chảnh chóa,"[0, 23]"
18568,"Lái xe mất nết quá, kiện tới cùng. Biến thái oẹ","[25, 24]"
24889,Chau dung cam qua,"[8, 11]"
440,per lần sau hãy hưởng ứng câu chuyện của tao như này này,[4]
13889,Làm đơn đi,[4]
tik023918,Hâm mộ các cháu !,[8]
31399,tốt rồi :< cố lênnnnn,"[5, 2]"
24563,Ha Nguyen thế mà xe xếp hàng để lên bà nà ấy bác,"[26, 15, 25]"
you000939,"Thankiu anh. Hừmmm vẫn là xoay quanh hiểu bản thân, lắng nghe bản thân... Em 21 tuổi, cũng cảm nhận rằng đang trong quá trình hiểu về bản thân và lắng nghe cơ thể nhiều hơn. Nhưng vẫn chưa đủ quyết liệt trong công việc, vẫn dậm chân tại chỗ","[12, 9]"
tik016400,đeo khẩu trang đi tớ xấu nên tớ cũng đeo,[19]
you000878,"Quay đi quẩn lại e cũng bất giác bước đến con số này, cũng đang chập chững cố gắng mỗi ngày 1 ít, dù nhiều lúc dừng lại, tụt xuống, nhưng thay vì kì vọng quá nhiều, thất bại r tự trách thì bây giờ nhẹ nhàng hơn, tự nhủ mình cố lên.",[10]
tik005192,Địa chi dau e gui it do mac dc ko ?,"[14, 6]"
x001289,"@Nesaragesaraknm Nước nào có Medbed hả,chắc vn hả,có trên mõm của mấy đứa QFS:SMOLFSMOLF7=GENESA hả ngáo gì ngáo dữ vậy","[15, 23, 25]"
14754,Mình cũng gặp một trường người thanh hoá đi làm bí chủ ko trả tiền trong hoàn cảnh này mới biết,"[21, 22, 20]"
4780,dễ thương vầy :>,"[3, 6, 2]"
5157,nhìn ghiền 😘,"[2, 3, 4]"
6440,"ủa nó đá ông da đen mà ... sao tôi kia chửi nó "" da đen "" này nọ .... ?????",[25]
26287,"Vân Bùi hh e hỏi vui thoi chị, nhưng sai từ bố mẹ nên mới tạo ra những đứa như này","[25, 20]"
you004187,😂😂😂😂😂😂🐕 bé biết đi xe của trẻ em luôn .. bỏ chân xuống đẩy đẩy để trốn thoát 👍👍👍👍,"[0, 2, 11]"
tik013595,"tui làm chúa hề trên lớp nhma về nhà ko ai qt đến tui đó là sự thật, ko bao h tâm sự những chuyện của t vì t sợ t phiền lắm:v","[16, 21]"
you001716,Không hiểu kiểu gi lúc mình bị người khác xúc phạm rõ ràng minh đúng đến khi ko kìm nén được chửi nhau đến lúc mình lại là người khóc mình ko kìm được cảm xúc 😭😭😭,[18]
26543,"Mất dạy như nó còn đc hơn 600k folow, chứng tỏ xã hội VN còn rất rất nhiều người có vấn đề",[24]
you001926,"Lần đầu tiên xem cái video này, em thấy những điều chị nói là thừa vì ai chẳng biết. Nhưng cho đến bây h khi con người đang bị lấp đầy bởi sự tiêu cực, em lục lại video này thì mới hiểu ra rằng nó thật sự hữu ích,  những điều chị nói tưởng chừng như dễ nhưng không, khi trải qua thì em mới biết cảm xúc tiêu cực nó kinh khủng ntn và lúc này đây em như tìm đc tia sáng trong bóng tối mịt mù ở con người em . Em chỉ muốn nói cảm ơn chị rất nhiều khi vừa đưa em ra khỏi cõi vĩnh hằng. Biết ơn vì cđ này có những con người như chị!","[9, 10, 8]"
you003110,"em ngày nhỏ đc dạy là phải nghe lời ng lớn, họ cho phép thì mới làm nên đôi khi muốn làm vc gì đó thì e đều hỏi, ko có ai thì e cx ko chạm vì sợ làm vậy có đúng ko,có sai hay ko, dần r lớn lên em bị vậy lun","[21, 18, 15]"
tik018456,tự ti vì răng với mặt đầy mụn..,"[21, 19]"
tik022518,@𝗰𝗵𝗶𝗽 𝘀𝗶𝙚𝘂 𝗾𝘂𝝰𝙮𝙮𝙮 @Xuân Mai shop 🏪 yess đúng vạy:),"[0, 11]"
32524,Eo ơi. Sợ vậy🤬,"[16, 24]"
435,mở ra mà thấy vậy chắc tao sợ quá mà chết luôn mất :),"[0, 16]"
tik022692,@bao gio co ngy thi doi ten🐳 đó là lí do hướng nội!!!,"[0, 12]"
5668,"thanh niên bỏ nhà theo trai rồi bầu bắt sen chăm , thứ hoàng thượng dâm tà","[23, 24]"
tik017797,"K tự ti, đơn giản là bị ngại thôi.Ngại nghe nk chê 😩",[19]
5846,per con người dù có bị trừ hết điểm cũng chạ thèm quan tâm ạ 🙂,"[20, 6, 26, 0]"
6471,cười vãi :))) tếu thật sự luôn ý,"[0, 2]"
33655,Tuyett Ly Mai Thi Le Anh xem đi đến lúc lấy chồng cho khỏi bỡ ngỡ,[27]
1139,bốc toàn trúng may mắn lần sau,[21]
tik012409,"Nếu được chọn lại tôi sẽ chọn người học cấp 3 cùng quê bị mình từ chối 2 lần, hối hận vô cùng, giờ ngta hp ấm êm bên vk con, mình thì Ck ngoại tình , li hôn nuôi con mình , ra tòa tranh giành nuôi con","[18, 4]"
x000745,"@july107193 Chuẩn quá em . Buôn bỏ sớm, tha thứ sớm ，sẽ được vui vẻ sớm.","[11, 5, 2]"
tik014105,cuối cùng cũng có cái nói về bản thân,"[12, 10]"
tik018482,tớ thấy ngũ quan của tôi cx bth cx có nét nhg ông trời lại cho tôi làn da mụn mụn ẩn lỗ chân lông trán khá khít nổi mụn nê tớ tự ti😢,"[21, 19]"
tik013494,Chuẩn luôn ạ!,[11]
1806,thích bài này lắm lun . thuộc lun,"[2, 3]"
